uniqueID	unique_connecting_code	original_ref	orig_ref_form	ptcp_name	ptcp_refex	docname	type	anno_coarse_ref	anno_fine_ref	anno_comment_ref	sentence_distance	paragraph_distance	animacy	gm	prev_ref	document	doctype
wsj_2363_7_75_3	citycountry_10328_wsj2363_3	Canada 's	name	A1QCUR2Z75LS5N	Canada's	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	subj-det	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	AKNYT1NTK2UFK	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A19S4W3QLLQJ0T	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A6D4ZL7O2NH8M	resources	Answer.citycountry_10328	Answer.citycountry	unacceptable	NA	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A3HSONMX6LNZR4	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	ANVAFB99K5RKP	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A2NHFSO7GMM8QR	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A1B5SSGMTAQ9B5	it	Answer.citycountry_10328	Answer.citycountry	pronoun	NA	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A28T38MOUG43YD	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A2UTDZAZV1DF0N	Canada's	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A2WUXZOY4CRF5R	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A10AVWALIHR4UQ	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A30HUZHJBOX1LK	the country	Answer.citycountry_10328	Answer.citycountry	description	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A248LF7KKHXZ14	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A10MSB9X1UFLJ5	the country	Answer.citycountry_10328	Answer.citycountry	description	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A3LVLZS8S41ZD7	the country	Answer.citycountry_10328	Answer.citycountry	description	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	AXY0D2AMLKE2A	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A2FL477TMKC91L	the country	Answer.citycountry_10328	Answer.citycountry	description	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A12J4IRF5Z06BT	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A3KC385CZNYEG5	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_8_75_7	citycountry_10328_wsj2363_4	Canada	name	A1QCUR2Z75LS5N	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	same_par	other	np-obj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	AKNYT1NTK2UFK	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A19S4W3QLLQJ0T	it	Answer.citycountry_10328	Answer.citycountry	pronoun	NA	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A6D4ZL7O2NH8M	its	Answer.citycountry_10328	Answer.citycountry	pronoun	NA	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A3HSONMX6LNZR4	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	ANVAFB99K5RKP	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A2NHFSO7GMM8QR	it	Answer.citycountry_10328	Answer.citycountry	pronoun	NA	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A1B5SSGMTAQ9B5	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A28T38MOUG43YD	it	Answer.citycountry_10328	Answer.citycountry	pronoun	NA	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A2UTDZAZV1DF0N	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A2WUXZOY4CRF5R	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A10AVWALIHR4UQ	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A30HUZHJBOX1LK	it	Answer.citycountry_10328	Answer.citycountry	pronoun	NA	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A248LF7KKHXZ14	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A10MSB9X1UFLJ5	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A3LVLZS8S41ZD7	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	AXY0D2AMLKE2A	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A2FL477TMKC91L	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A12J4IRF5Z06BT	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A3KC385CZNYEG5	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_11_75_7	citycountry_10328_wsj2363_5	Canada	name	A1QCUR2Z75LS5N	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	np-subj	name	citycountry_10328_wsj2363	citycountry
wsj_2363_12_75_1	citycountry_10328_wsj2363_6	Canada 's	name	AKNYT1NTK2UFK	Canada's	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	subj-det	name	citycountry_10328_wsj2363	citycountry
wsj_2363_12_75_1	citycountry_10328_wsj2363_6	Canada 's	name	A19S4W3QLLQJ0T	Its	Answer.citycountry_10328	Answer.citycountry	pronoun	NA	NA	diff_sent	different_par	other	subj-det	name	citycountry_10328_wsj2363	citycountry
wsj_2363_12_75_1	citycountry_10328_wsj2363_6	Canada 's	name	A6D4ZL7O2NH8M	canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	subj-det	name	citycountry_10328_wsj2363	citycountry
wsj_2363_12_75_1	citycountry_10328_wsj2363_6	Canada 's	name	A3HSONMX6LNZR4	Canadian	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	subj-det	name	citycountry_10328_wsj2363	citycountry
wsj_2363_12_75_1	citycountry_10328_wsj2363_6	Canada 's	name	ANVAFB99K5RKP	The country's	Answer.citycountry_10328	Answer.citycountry	description	no_modification	NA	diff_sent	different_par	other	subj-det	name	citycountry_10328_wsj2363	citycountry
wsj_2363_12_75_1	citycountry_10328_wsj2363_6	Canada 's	name	A2NHFSO7GMM8QR	its	Answer.citycountry_10328	Answer.citycountry	pronoun	NA	NA	diff_sent	different_par	other	subj-det	name	citycountry_10328_wsj2363	citycountry
wsj_2363_12_75_1	citycountry_10328_wsj2363_6	Canada 's	name	A1B5SSGMTAQ9B5	Canada's	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	subj-det	name	citycountry_10328_wsj2363	citycountry
wsj_2363_12_75_1	citycountry_10328_wsj2363_6	Canada 's	name	A28T38MOUG43YD	Their	Answer.citycountry_10328	Answer.citycountry	pronoun	NA	NA	diff_sent	different_par	other	subj-det	name	citycountry_10328_wsj2363	citycountry
wsj_2363_12_75_1	citycountry_10328_wsj2363_6	Canada 's	name	A2UTDZAZV1DF0N	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	subj-det	name	citycountry_10328_wsj2363	citycountry
wsj_2363_12_75_1	citycountry_10328_wsj2363_6	Canada 's	name	A2WUXZOY4CRF5R	Canada	Answer.citycountry_10328	Answer.citycountry	name	no_modification	NA	diff_sent	different_par	other	subj-det	name	citycountry_10328_wsj2363	citycountry
